uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label
spotify:track:5zCunX8URvLoBHlg1Fnjv6,0.418,0.248,3,-9.997,1,0.0451,0.954,4.21E-06,0.108,0.298,130.953,relaxing
spotify:track:6MXJdqTuSDXkG21JHWiGko,0.322,0.291,2,-11.359,1,0.0584,0.685,0,0.127,0.153,174.737,relaxing
spotify:track:05u81UgU27g8uL5twJ7ABz,0.421,0.499,5,-8.869,1,0.173,0.61,0,0.0875,0.297,78.621,relaxing
spotify:track:3GF82Ki82UICTmBLXIJeG6,0.71,0.184,3,-13.971,1,0.0437,0.845,4.83E-06,0.11,0.35,135.887,relaxing
spotify:track:6lOWoTqVnAWXchddtTH31W,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78E-06,0.133,0.267,68.976,relaxing
spotify:track:18rF7G33G8BDeflgTSjCXG,0.577,0.509,6,-6.793,0,0.096,0.795,4.01E-06,0.137,0.518,79.527,relaxing
spotify:track:1RkSnEb02GSBIeLheTb2ET,0.725,0.523,2,-6.494,0,0.0373,0.141,0.034,0.162,0.326,120,relaxing
spotify:track:0xVrusjXiWhqSQ5dPoiiWX,0.526,0.458,5,-9.472,1,0.0384,0.766,0.000335,0.109,0.501,76.972,relaxing
spotify:track:5gqcOwKXxGTth8CUfN8woT,0.505,0.409,4,-10.588,0,0.0304,0.569,0.00228,0.153,0.228,116.05,relaxing
spotify:track:3DAQWIPCCpmPDrb02wFrxb,0.629,0.492,6,-7.7,0,0.0968,0.049,0,0.107,0.426,139.417,relaxing
spotify:track:3y4uSQwxHckyRcvafEilkN,0.552,0.356,10,-7.608,1,0.027,0.852,0,0.173,0.196,109.763,relaxing
spotify:track:7tTRP2vA00uScZ4SjB3ZQZ,0.631,0.609,1,-7.394,1,0.0886,0.565,0,0.635,0.38,119.636,relaxing
spotify:track:7fDkkwlp02iHGzKlG2gZr8,0.684,0.543,3,-5.579,0,0.0281,0.365,2.07E-06,0.113,0.361,140.996,relaxing
spotify:track:154J7EMKDUOVwD2hWGDNHU,0.487,0.63,8,-6.053,1,0.0432,0.0845,0,0.109,0.156,153.131,relaxing
spotify:track:2KCqAdd2ad0hpJc5ySoTE8,0.67,0.496,2,-11.23,1,0.0277,0.627,0.00325,0.0584,0.427,100.17,relaxing
spotify:track:4VR3rTlDwB1tB8f0Q2R07e,0.582,0.519,0,-6.095,1,0.0343,0.251,1.07E-06,0.144,0.208,130.934,relaxing
spotify:track:5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,relaxing
spotify:track:7vGGAJBkHKxKtOnGjQduDV,0.54,0.439,10,-8.591,1,0.115,0.635,1.93E-05,0.0993,0.371,167.908,relaxing
spotify:track:0ljxKa4x3ahmDeQOrLCjJr,0.536,0.517,1,-8.184,1,0.0462,0.496,0.0513,0.38,0.229,85.479,relaxing
spotify:track:7tDUQkAhVNeSvY22v8qDrE,0.378,0.723,9,-6.961,0,0.066,0.0514,1.87E-05,0.0999,0.42,119.809,relaxing
spotify:track:79pE0ns1sNAbJuNL00MH82,0.446,0.303,10,-12.504,1,0.0439,0.631,0.00516,0.118,0.24,120.636,relaxing
spotify:track:0SmMzEdeJw2RxIYmP9tNvb,0.449,0.332,5,-9.6,1,0.033,0.438,0,0.094,0.428,150.047,relaxing
spotify:track:7iM7Zkf3uFQWE4IbjwYoN0,0.42,0.843,9,-4.231,0,0.121,0.0519,0,0.106,0.491,173.827,relaxing
spotify:track:4XBcShO4h4X55x9yMmyKHL,0.546,0.411,2,-9.308,1,0.0475,0.701,9.73E-05,0.0955,0.528,79.785,relaxing
spotify:track:5fQa04cwDF11Giq5N2tGdU,0.48,0.418,11,-9.622,0,0.0312,0.505,0.00416,0.11,0.319,132.404,relaxing
spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,relaxing
spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,4,-11.451,0,0.122,0.457,1.72E-05,0.117,0.515,78.169,relaxing
spotify:track:5NlV5HVIfgk5eHxvAGGTfy,0.72,0.316,8,-12.532,0,0.0414,0.803,0.00016,0.154,0.442,98.925,relaxing
spotify:track:2jTidefcsTu6VQhpIImJrt,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,relaxing
spotify:track:5TgEJ62DOzBpGxZ7WRsrqb,0.531,0.363,10,-7.672,1,0.0608,0.749,0,0.112,0.259,121.412,relaxing
spotify:track:5DG2SWW7kPgYqOY0Ex5Ssj,0.59,0.754,2,-4.705,1,0.0402,0.215,2.05E-05,0.109,0.371,99.937,relaxing
spotify:track:1VKsbTJ78G5bnfyoPz46LA,0.318,0.334,7,-9.267,0,0.0487,0.854,0,0.188,0.541,78.508,relaxing
spotify:track:3cdhgO3vgHyOIADMXokd2t,0.47,0.837,2,-4.963,1,0.0396,0.00387,0,0.117,0.522,157.044,relaxing
spotify:track:4IoYz8XqqdowINzfRrFnhi,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,relaxing
spotify:track:7ctRAoCbcpOusbm3w3E6mn,0.569,0.546,9,-6.262,1,0.0251,0.302,1.13E-05,0.137,0.205,104.007,relaxing
spotify:track:1fyysXwSGNtMeqMBLwW3SI,0.63,0.694,10,-4.501,1,0.0242,0.144,0,0.0835,0.49,94.034,relaxing
spotify:track:4oLLl2b0pZ5Ksp4SWISJyx,0.435,0.636,5,-6.851,0,0.0609,0.451,0,0.112,0.101,141.87,relaxing
spotify:track:6xtqvTdWdYZmKY0pSuuHL9,0.373,0.494,1,-6.892,0,0.0478,0.212,1.02E-06,0.0567,0.172,114.698,relaxing
spotify:track:4bPkBHKLKd9WHizsvM2zV3,0.532,0.433,3,-9.423,1,0.0278,0.0942,0.0121,0.142,0.0395,140.666,relaxing
spotify:track:75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46E-05,0.11,0.213,146.277,relaxing
spotify:track:51NFxnQvaosfDDutk0tams,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,relaxing
spotify:track:0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,relaxing
spotify:track:1DUSuNhF8P5vUGNPpQiZa5,0.645,0.568,5,-9.127,0,0.0823,0.543,0.266,0.257,0.391,84.999,relaxing
spotify:track:6DHrHYsp1Xt11qqgN5bo2u,0.498,0.0776,8,-19.895,0,0.0341,0.865,0.000917,0.0966,0.11,110.123,relaxing
spotify:track:4UKCKdYiLN6IMA5ZESUTL7,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,relaxing
spotify:track:4vVc6h9W57gdJbGPohc2qX,0.48,0.262,5,-12.233,0,0.0308,0.121,0.891,0.111,0.0353,119.049,relaxing
spotify:track:1E6DEDWDKHoOW0fcFuDghV,0.697,0.551,11,-8.833,1,0.0815,0.258,0.00551,0.124,0.219,89,relaxing
spotify:track:5BfMJ6iytQnu1r7iiCYSXe,0.213,0.414,0,-9.725,1,0.0339,0.308,0.0257,0.0912,0.0553,79.556,relaxing
spotify:track:4jpsjVOcUj9fVfqP72hSga,0.314,0.375,11,-14.131,1,0.0434,0.903,0.694,0.118,0.0823,141.923,relaxing
spotify:track:2vsuel3g4zaLYSOY0mOMbi,0.432,0.52,1,-5.515,0,0.0548,0.277,0.371,0.138,0.303,164.047,relaxing
spotify:track:4Y0TtDriFlN3XZoQx6PYsu,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05E-06,0.115,0.0681,112.864,relaxing
spotify:track:7H8fBamGUheu0DSpp3pj03,0.243,0.313,3,-12.069,1,0.0285,0.115,0.237,0.593,0.22,92.975,relaxing
spotify:track:36seMHoyXmLUNxcwzwjdF7,0.55,0.271,2,-8.451,1,0.0297,0.843,3.21E-06,0.107,0.198,111.344,relaxing
spotify:track:6bLU8e0LGyztE9iD5DWBQ1,0.549,0.653,0,-7.47,1,0.0503,0.457,0,0.0969,0.287,121.348,relaxing
spotify:track:0BWiq1Nza1mrQsHa50SAc4,0.446,0.424,2,-7.033,1,0.0291,0.834,5.67E-05,0.0959,0.125,127.898,relaxing
spotify:track:6tdXwKHDPaz5GMeaZNkkni,0.558,0.655,2,-5.733,1,0.0378,0.358,1.90E-06,0.144,0.283,81.907,relaxing
spotify:track:16XiTUC2rQvb5lmtOm3FYY,0.559,0.473,0,-4.147,1,0.0364,0.177,1.50E-06,0.108,0.341,69.973,relaxing
spotify:track:19eS1kCEvKz2eVOrRGb1uL,0.546,0.676,8,-5.776,1,0.0387,0.00857,0.000134,0.338,0.262,135.706,relaxing
spotify:track:5lN3gM5Q6rcHzkY6TFAslJ,0.752,0.498,5,-11.936,1,0.0412,0.33,0.000134,0.351,0.505,109.992,relaxing
spotify:track:6HZLMsw7ZdObf3Jk7lKAMX,0.727,0.797,11,-7.956,0,0.0454,0.311,4.27E-05,0.0922,0.6,106.033,relaxing
spotify:track:1PBroRMCjMPdNj0ohm5Eoe,0.334,0.195,9,-7.871,0,0.0358,0.93,0,0.101,0.186,65.802,relaxing
spotify:track:6nDAs3PRe37fgqLfx51lBB,0.496,0.884,11,-3.915,0,0.209,0.0376,1.37E-06,0.44,0.287,139.913,relaxing
spotify:track:1lLGOHbOgsrJ2tFQYKNK44,0.668,0.491,0,-8.997,0,0.111,0.0558,0,0.15,0.49,74.028,relaxing
spotify:track:43zdsphuZLzwA9k4DJhU0I,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97E-05,0.0897,0.198,82.642,relaxing
spotify:track:2VlLbhGLVJgdOW7kKdWWFc,0.576,0.307,11,-12.732,0,0.0428,0.807,0.000355,0.0792,0.157,67.513,relaxing
spotify:track:0HEckRWFSknIupbGzavk5d,0.772,0.483,6,-10.06,0,0.0564,0.0521,0.000375,0.377,0.479,120.005,relaxing
spotify:track:1NgCWYuBLfqBDA3b8MgSVU,0.776,0.445,9,-8.574,1,0.0371,0.212,0.00409,0.124,0.405,109.981,relaxing
spotify:track:1WqLtczgKdbHFHhefOU0y7,0.618,0.693,1,-7.889,0,0.333,0.44,0.759,0.101,0.439,143.98,relaxing
spotify:track:42w7pX3r1TpLR0i55Ek5ND,0.529,0.314,0,-10.323,1,0.0461,0.354,0.000436,0.102,0.288,129.666,relaxing
spotify:track:12VqHHz4wvVcnEdSivjLeQ,0.386,0.406,11,-10.419,1,0.0425,0.832,0.0597,0.171,0.205,78.616,relaxing
spotify:track:0Hgqglypzt6Qs5Duqskcqs,0.42,0.479,8,-8.881,1,0.0374,0.613,0.663,0.0679,0.11,116.989,relaxing
spotify:track:1XJQ7xI6jzcZybuHemxsPP,0.559,0.443,0,-6.52,0,0.0259,0.403,0.000183,0.141,0.264,67.05,relaxing
spotify:track:4ZLzoOkj0MPWrTLvooIuaa,0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917,relaxing
spotify:track:6mXMILvElYiWu4fa9oaJXe,0.626,0.527,7,-9.371,1,0.109,0.0688,0.000214,0.372,0.227,151.657,relaxing
spotify:track:4HXmYG1IR5xduvxTnr7fAp,0.331,0.607,0,-4.786,1,0.0676,0.0812,1.59E-05,0.23,0.118,158.737,relaxing
spotify:track:23nUC1KryLUoO3Jlqk4Aqn,0.482,0.419,11,-9.593,0,0.0362,0.28,1.18E-05,0.105,0.311,129.816,relaxing
spotify:track:1u2CN23PR0T2BHfXRNHwnM,0.589,0.453,4,-10.039,0,0.0302,0.644,0.000372,0.0557,0.119,79.984,relaxing
spotify:track:6yM488yghMJP9bJnwZKyJT,0.27,0.251,2,-12.558,1,0.0393,0.829,8.41E-05,0.0613,0.168,177.19,relaxing
spotify:track:6kND7UAXGZk2kfZbEWQ6e3,0.492,0.841,0,-9.181,0,0.0904,0.729,0.00027,0.101,0.313,177.869,relaxing
spotify:track:536vha5aAUhlb50NGDfzfa,0.379,0.247,1,-9.959,1,0.0399,0.932,3.60E-06,0.107,0.37,205.561,relaxing
spotify:track:0SyCiolhBfPZNivoisaqGY,0.547,0.158,9,-16.62,0,0.0821,0.968,0.000327,0.158,0.0535,60.433,relaxing
spotify:track:6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,relaxing
spotify:track:0u4rkpmNtgcFxYHepnVF4v,0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445,relaxing
spotify:track:574uSIfe7tTBLCFjN38vij,0.656,0.334,9,-13.682,1,0.0414,0.757,0.389,0.192,0.22,120.038,relaxing
spotify:track:6p4mASLulKdpNFLxQhs0ff,0.579,0.559,1,-7.338,1,0.0325,0.398,0.000206,0.0817,0.328,151.985,relaxing
spotify:track:1XpYodsD36XN7ygcdF7mJJ,0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996,relaxing
spotify:track:6UjZ2Yx2g2a52XxiA8ONxZ,0.614,0.684,0,-5.79,1,0.157,0.247,0,0.0976,0.258,156.85,relaxing
spotify:track:1TPLsNVlofwX1txcE9gZZF,0.51,0.363,5,-8.635,1,0.0304,0.853,0,0.109,0.426,78,relaxing
spotify:track:2MuaFOZj37wxfuE5owVhF9,0.287,0.12,9,-23.17,1,0.0334,0.756,0.888,0.0916,0.0402,70.212,relaxing
spotify:track:1GwaCX84BPG0GRoC0zIa9P,0.248,0.146,7,-21.551,1,0.0373,0.893,0.725,0.0957,0.0353,73.963,relaxing
spotify:track:04JXK1GuqYWZHaRPpdIiv9,0.413,0.148,11,-19.361,1,0.0339,0.603,0.848,0.0961,0.0574,143.578,relaxing
spotify:track:1UuovFMJZO3lThwwVBafbN,0.515,0.0604,3,-23.755,1,0.0324,0.973,0.494,0.141,0.175,79.958,relaxing
spotify:track:5FiIDwTS9PJKMy2fcKp0k1,0.507,0.00721,7,-26.424,1,0.0361,0.978,0.894,0.107,0.039,85.065,relaxing
spotify:track:24Q3JyGSmQNM1XiXyZcshq,0.156,0.176,0,-22.964,1,0.0359,0.944,0.809,0.0739,0.127,70.262,relaxing
spotify:track:67RoG8WRlEzSusTEDRcPdb,0.182,0.0415,1,-26.378,1,0.0392,0.952,0.975,0.112,0.0376,67.435,relaxing
spotify:track:4EeSyjkNQyxVgps0FGu2LP,0.419,0.0359,0,-25.45,0,0.0471,0.994,0.934,0.123,0.359,70.31,relaxing
spotify:track:5KEm9mvIwaLf0mQ1M4AYLz,0.546,0.0157,4,-23.15,0,0.0353,0.962,0.928,0.08,0.21,139.937,relaxing
spotify:track:63srq70JClmi80OC6X7J5g,0.215,0.0796,0,-23.323,1,0.0303,0.945,0.955,0.072,0.0394,70.316,relaxing
spotify:track:4525Hx49ZxzUeeaKrlYlaS,0.166,0.0367,0,-26.202,1,0.0398,0.701,0.823,0.108,0.135,139.73,relaxing
spotify:track:23rqBG7JfLr8TUXuuCGhma,0.222,0.0551,1,-24.982,1,0.038,0.937,0.855,0.125,0.0377,87.327,relaxing
spotify:track:1ziqGVefdg2e0FmgCsZP0i,0.15,0.175,5,-23.606,1,0.0451,0.868,0.857,0.0982,0.102,142.857,relaxing
spotify:track:7dDvxTzHJLfIgZriRfhOLB,0.189,0.131,0,-24.596,1,0.0438,0.875,0.795,0.0968,0.0368,76.095,relaxing
spotify:track:0ujfGX9iCJZzqWlkKoFVdc,0.202,0.18,10,-22.992,1,0.0433,0.628,0.822,0.116,0.0307,62.392,relaxing
spotify:track:03zDDHNSpm6ayF8zXbxwvz,0.262,0.0524,6,-24.711,1,0.0335,0.958,0.762,0.0867,0.037,149.793,relaxing
spotify:track:5LIWgEi2xDPGLNxtVocksn,0.226,0.197,4,-23.16,0,0.0477,0.561,0.983,0.0932,0.0274,72.954,relaxing
spotify:track:0xlX5qEah0o5R4TIktSEOG,0.344,0.00279,9,-30.108,1,0.039,0.991,0.936,0.0994,0.393,73.189,relaxing
spotify:track:2M2TSXsNP1l1oW2CFXhgBu,0.469,0.00128,2,-34.908,1,0.0867,0.995,0.978,0.11,0,70.752,relaxing
spotify:track:3uUh1YcGhUqkmRUzEqCOiC,0.643,0.0324,1,-33.048,1,0.146,0.996,0.973,0.105,0,70.347,relaxing
spotify:track:4ybCihmUckfn3u8yOrRqLC,0.573,0.00152,1,-37.672,1,0.0641,0.996,0.973,0.107,0.898,69.666,relaxing
spotify:track:0mEfx07KcDFUKNrU16Bk5N,0.641,0.0345,0,-35.587,1,0.0422,0.996,0.973,0.114,0.934,69.922,relaxing
spotify:track:2cQGtXBC1JrANk7o4rESD0,0.535,0.000871,7,-36.857,1,0.193,0.995,0.969,0.118,0,71.323,relaxing
spotify:track:6nYg4DgEq6DlhpcWFNDyTl,0.2,0.0318,5,-26.218,1,0.0381,0.949,0.877,0.0917,0.0362,71.294,relaxing
spotify:track:2GgmYWk2zlMNnfyNY1hz23,0.148,0.0936,0,-28.659,1,0.0397,0.862,0.785,0.0936,0.0361,73.925,relaxing
spotify:track:5UZzBvSXjY2o5aKcPCIYEU,0.357,0.205,10,-22.167,1,0.0308,0.879,0.932,0.0918,0.0618,140.353,relaxing
spotify:track:469IscYwMjAgAlR7Z5y0Vw,0.205,0.106,10,-24.15,1,0.0371,0.883,0.71,0.105,0.039,71.725,relaxing
spotify:track:7vYPrJgPqfGhsOfkL0okpf,0.231,0.0782,0,-26.117,1,0.0384,0.968,0.963,0.0989,0.031,66.065,relaxing
spotify:track:26uvmHRLvY2VWgcH8I4lS2,0.411,0.129,0,-21.368,1,0.0338,0.99,0.934,0.0767,0.205,140.158,relaxing
spotify:track:6DH7CWK3fKjCH33GkJvhoN,0.635,0.0148,0,-26.897,1,0.046,0.995,0.881,0.102,0.46,81.671,relaxing
spotify:track:5yIbgGtGi7d65Os51YvVVZ,0.224,0.178,0,-21.753,1,0.0368,0.931,0.854,0.0668,0.0392,73.234,relaxing
spotify:track:14PxQSLWQxUQvIFcP3uQas,0.127,0.114,2,-26.26,1,0.0441,0.981,0.97,0.0957,0.0372,66.43,relaxing
spotify:track:6KImaBgqBj8HdXBQVPEIup,0.191,0.106,4,-27.305,1,0.0444,0.969,0.963,0.0808,0.0323,70.785,relaxing
spotify:track:0x5bRvUlDk1rmzMorvUxYR,0.175,0.119,0,-22.492,1,0.0503,0.905,0.941,0.0851,0.0281,84.932,relaxing
spotify:track:2S5YfHhXQX5uNxAmWTjIJ3,0.155,0.11,0,-24.356,0,0.0479,0.909,0.894,0.12,0.0365,76.131,relaxing
spotify:track:0NaUuX5de2UDdnMHuJHW03,0.203,0.118,3,-25.76,0,0.0364,0.962,0.959,0.101,0.0382,83.075,relaxing
spotify:track:7dmTVe7uWD4K6afhJt7Lfs,0.193,0.0805,2,-25.656,1,0.0421,0.957,0.97,0.095,0.05,73.269,relaxing
spotify:track:0eQcEQpGfRuDUo00SsCiK8,0.197,0.221,2,-18.945,1,0.0344,0.0536,0.828,0.106,0.139,65.123,relaxing
spotify:track:4DNSeJqArKV7exjSCFU4es,0.17,0.148,6,-22.296,1,0.0537,0.843,0.926,0.181,0.103,127.074,relaxing
spotify:track:2Bwta0kTrDd4Gss0IoNzxh,0.176,0.121,4,-24.366,1,0.0452,0.954,0.953,0.0965,0.0499,72.272,relaxing
spotify:track:4FSLfHDKnnmxfskTPOBH9T,0.192,0.183,1,-23.161,1,0.0387,0.875,0.939,0.169,0.0323,87.834,relaxing
spotify:track:0Wjppz48V1KnrxR80CXE7I,0.217,0.13,0,-24.219,1,0.0366,0.766,0.905,0.0997,0.037,76.295,relaxing
spotify:track:00VetaoC8TaqvyumxJIXmx,0.134,0.147,9,-22.907,1,0.0488,0.731,0.925,0.105,0.0345,72.447,relaxing
spotify:track:4bjRIPq0xdpy76bKpUFpbM,0.257,0.0779,1,-24.761,0,0.0349,0.972,0.88,0.107,0.0398,143.487,relaxing
spotify:track:7ApTnDx5BI8N92PFna9OR0,0.204,0.0616,7,-25.006,1,0.0394,0.568,0.835,0.114,0.0439,64.448,relaxing
spotify:track:3hS0Kv9bh6bSjiA9vb5JTF,0.175,0.22,11,-24.472,1,0.0434,0.817,0.598,0.0888,0.0314,133.184,relaxing
spotify:track:0QPZOS0GApHTXjPb7tfYD0,0.204,0.0624,10,-22.01,1,0.0333,0.241,0.827,0.0924,0.0433,66.675,relaxing
spotify:track:4fHrHHpb3hY6dkcRORxXwu,0.328,0.0694,7,-17.241,1,0.0434,0.992,0.912,0.108,0.109,142.344,relaxing
spotify:track:0C8rPEfM8lZA05al27k0Pq,0.149,0.186,10,-25.13,1,0.0337,0.887,0.898,0.125,0.0803,76.264,relaxing
spotify:track:45zotayJfPuVrGN6L7TmZh,0.185,0.215,2,-21.685,1,0.0343,0.335,0.704,0.112,0.0357,67.083,relaxing
spotify:track:3HvO0bTIyAMYyHbY1vD9aA,0.181,0.0358,4,-21.023,1,0.042,0.869,0.857,0.108,0.0646,74.164,relaxing
spotify:track:3wBTiLb3ddU35dm2SNh4MW,0.225,0.108,10,-25.79,1,0.037,0.628,0.754,0.123,0.0399,76.859,relaxing
spotify:track:4G0GaPSZViJnrXRpRFxxFh,0.318,0.041,4,-30.126,1,0.0362,0.978,0.895,0.07,0.0415,70.038,relaxing
spotify:track:11x57xUo3O5NQV5MLGD6zw,0.21,0.0865,2,-25.304,1,0.0379,0.895,0.575,0.115,0.0489,69.782,relaxing
spotify:track:3v3EPJT1PIQQ3DICeBLpxH,0.233,0.127,5,-21.851,1,0.0376,0.956,0.771,0.0991,0.0884,98.991,relaxing
spotify:track:1GvBcoKn7J7swaqVPcowan,0.329,0.139,4,-23.53,1,0.0313,0.826,0.867,0.0863,0.0375,70.073,relaxing
spotify:track:4eW9R3LYXbSPWXrEnUPKdi,0.264,0.0477,11,-27.346,0,0.0346,0.397,0.69,0.108,0.0659,73.003,relaxing
spotify:track:5KRryMDFDbpn9r8TjfT2MH,0.748,0.0467,0,-20.727,1,0.0507,0.93,0.785,0.115,0.301,80.01,relaxing
spotify:track:0lgujOKZxSa241uY8kWp7Y,0.0703,0.138,2,-23.644,1,0.0431,0.821,0.967,0.105,0.0365,77.697,relaxing
spotify:track:3UYbzEmEKYCix4Mo7OXKqh,0.202,0.104,5,-24.698,0,0.0392,0.766,0.95,0.13,0.0909,91.329,relaxing
spotify:track:5TeHL0ZEbwCsyax3wQTcVC,0.145,0.0953,4,-23.818,1,0.046,0.784,0.823,0.104,0.075,139.474,relaxing
spotify:track:31NKBW5ZpOUqCewtOwgN5T,0.215,0.135,9,-23.64,1,0.0363,0.881,0.96,0.0825,0.0348,139.186,relaxing
spotify:track:6O5ehFKzr9z2m6FhpivQQj,0.356,0.0682,9,-25.079,1,0.0346,0.957,0.7,0.0888,0.037,69.968,relaxing
spotify:track:44kSmjN9DIwTJoMBHHEnDM,0.11,0.168,1,-22.321,1,0.0361,0.934,0.806,0.151,0.0391,71.795,relaxing
spotify:track:4wISOt1Hp1lkj2dCkipWhy,0.276,0.189,3,-21.931,1,0.0396,0.891,0.948,0.11,0.0538,140.161,relaxing
spotify:track:7jHyMwv86JfAoBgALjZbwM,0.279,0.206,5,-23.779,1,0.0398,0.793,0.929,0.111,0.0392,69.645,relaxing
spotify:track:4tP48zuROIWLULwtFmWOIu,0.26,0.281,5,-17.586,1,0.0508,0.942,0.903,0.0954,0.0366,64.456,relaxing
spotify:track:3n7E6nMZXWpWqQoQuJ33SH,0.455,0.125,10,-18.567,1,0.0396,0.941,0.969,0.1,0.169,70.059,relaxing
spotify:track:05hc5PiLZ77HU7Gz8TawgK,0.351,0.156,6,-21.413,0,0.0283,0.887,0.907,0.106,0.0397,79.857,relaxing
spotify:track:19t5Le0ny4yXMDpvevhsrV,0.353,0.00746,7,-26.188,0,0.0473,0.983,0.877,0.121,0.0916,75.499,relaxing
spotify:track:5D6GS8BXf1BBEPtGQpdIsz,0.209,0.166,0,-18.535,1,0.0406,0.954,0.9,0.108,0.0904,141.003,relaxing
spotify:track:2NDFlDpAIDF5G8DYDZv5GV,0.155,0.117,8,-19.878,0,0.0343,0.847,0.909,0.107,0.0424,72.564,relaxing
spotify:track:0ZbXIvAR19BGZGc8zafdhl,0.134,0.116,11,-24.784,0,0.0429,0.895,0.735,0.103,0.0336,71.553,relaxing
spotify:track:2zuk45iwW1IhxqpwU9FZjl,0.0954,0.192,2,-21.27,1,0.0403,0.776,0.991,0.109,0.0345,48.013,relaxing
spotify:track:2SMJJ2Mwll31SQZYZMza7h,0.171,0.158,10,-24.269,0,0.0341,0.926,0.932,0.112,0.051,114.691,relaxing
spotify:track:23XlKw4XQXL4ZcYU3T2CHy,0.231,0.0669,2,-28.672,1,0.0408,0.855,0.904,0.0629,0.0423,64.645,relaxing
spotify:track:2tJcIuKcJyeqDZw983PIP0,0.0927,0.13,7,-27.874,1,0.0425,0.778,0.94,0.0862,0.0612,175.74,relaxing
spotify:track:4fnJE1cthnmrDzCcwiNjBV,0.185,0.0869,6,-24.648,1,0.0408,0.896,0.973,0.0984,0.0373,62.819,relaxing
spotify:track:37cfHEoArRTf7AxGpV9Oc2,0.198,0.175,6,-22.329,0,0.0393,0.852,0.954,0.103,0.0474,91.119,relaxing
spotify:track:5aRaDpIXDKzkY6tOEPGV6b,0.166,0.108,5,-25.641,1,0.0445,0.887,0.883,0.11,0.04,71.252,relaxing
spotify:track:4qcuA5PtGFrXNBBJwQsgSI,0.286,0.239,0,-21.11,1,0.0495,0.959,0.994,0.0668,0.0392,71.886,relaxing
spotify:track:2Altc136d7c4gZwdiUgk58,0.128,0.199,9,-20.768,0,0.0336,0.765,0.883,0.131,0.0453,73.606,relaxing
spotify:track:2BRtJnsP6lHRouBThr1wUf,0.214,0.179,10,-19.328,1,0.0351,0.935,0.859,0.0892,0.0392,128.165,relaxing
spotify:track:2Jdyt9OxI3CEA50ZwSpm22,0.195,0.0717,0,-26.142,1,0.0429,0.975,0.948,0.0696,0.0358,72.244,relaxing
spotify:track:6LRAb2JgRHOP6Zv0jptX4k,0.176,0.129,2,-24.852,0,0.0342,0.715,0.857,0.115,0.0352,145.451,relaxing
spotify:track:4mnYHZDp7mraBoCVhp9fS8,0.232,0.0341,7,-29.896,1,0.0397,0.929,0.751,0.109,0.0345,71.671,relaxing
spotify:track:3sOcwWj8Xr5Vpr7yLcyA06,0.224,0.0219,5,-28.395,1,0.0452,0.795,0.752,0.0875,0.0549,139.833,relaxing
spotify:track:6eLNs7klsD1hwVw6DrTV7o,0.252,0.107,9,-27.718,0,0.0414,0.216,0.677,0.0877,0.0613,112.882,relaxing
spotify:track:3b5iVZiWEDxJeROcScCYRF,0.176,0.17,5,-25.314,1,0.0408,0.702,0.81,0.121,0.0393,82.978,relaxing
spotify:track:2bGhBaA2pJsKLOgwUQfhdH,0.12,0.0537,1,-30.992,1,0.0382,0.74,0.736,0.109,0.0377,75.001,relaxing
spotify:track:2RVNMYXgfJCfxGSakTNUx2,0.162,0.0491,4,-29.867,1,0.0434,0.513,0.793,0.0952,0.0393,110.337,relaxing
spotify:track:1ka6WYQznjjKZkKYikONiM,0.134,0.0472,2,-29.955,1,0.046,0.912,0.85,0.114,0.0723,71.918,relaxing
spotify:track:2v6gDaHkHfojtLeK9Z9Zd6,0.155,0.105,9,-27.074,1,0.0446,0.941,0.931,0.116,0.0387,106.983,relaxing
spotify:track:2vl0jpEViZ3gkQMmiCVU34,0.195,0.131,9,-25.896,1,0.0377,0.667,0.767,0.0962,0.039,139.308,relaxing
spotify:track:5rAZ18w0BEU3XIkSvVesfQ,0.1,0.066,3,-27.605,1,0.039,0.958,0.955,0.0902,0.0346,78.261,relaxing
